Entity,Code,Year,CO₂ from gas (million tonnes),CO₂ from solid fuel (million tonnes),CO₂ from liquid (million tonnes),CO₂ from cement (million tonnes),CO₂ from flaring (million tonnes)
Europe,,1988,1716.95445,3329.77632,3056.98155,187.49296,41.13703
Europe,,1989,1773.50181,3246.79395,3061.91036,191.12626,39.96997
Europe,,1990,1810.18346,2892.69033,2952.29847,183.20273,27.91035
Europe,,1991,1842.61525,2628.9678,2956.81624,169.38518,25.92855
Europe,,1992,1931.82928,2714.61459,2598.48845,157.95313,17.87657
Europe,,1993,1913.46827,2493.78335,2477.58764,140.92433,18.87848
Europe,,1994,1814.33056,2341.82333,2275.06603,134.37338,19.22713
Europe,,1995,1843.48871,2269.32248,2255.4352,130.60062,19.7813
Europe,,1996,1935.64241,2227.73771,2250.07333,123.1285,20.30978
Europe,,1997,1884.29911,2063.65935,2201.18893,127.60223,18.29495
Europe,,1998,1906.37416,1993.9477,2225.56507,131.7897,21.34839
Europe,,1999,1952.74461,1930.70259,2164.86694,135.38997,23.80362
Europe,,2000,1989.45929,1971.82127,2125.81814,139.23613,22.387
Europe,,2001,2041.4008,1965.71806,2186.32543,139.47468,23.96877
Europe,,2002,2035.69028,1956.96144,2166.52211,141.662,30.32521
Europe,,2003,2137.56214,2017.46139,2185.7786,149.30294,25.77808
Europe,,2004,2181.09201,1993.98073,2192.70389,158.2504,26.40932
Europe,,2005,2216.39007,1964.32713,2169.91319,162.41585,30.75093
Europe,,2006,2215.94967,2039.55112,2183.83717,179.67953,34.89803
Europe,,2007,2233.31978,2017.62287,2129.22757,188.42881,37.02663
Europe,,2008,2256.29398,1966.78236,2123.23079,172.17805,34.3512
Europe,,2009,2093.66527,1704.15716,2030.54494,139.6068,29.5068
Europe,,2010,2309.88699,1817.32161,2042.65594,138.70398,36.50549
Europe,,2011,2235.01165,1858.46965,2028.93748,145.99994,37.57346
Europe,,2012,2179.2827,1951.17385,1995.18082,137.15524,37.91844
Europe,,2013,2171.18301,1879.44737,1947.6323,137.09652,38.535
Latin America and the Carribean,,1884,0,0,0.00367,0,0
Latin America and the Carribean,,1885,0,0,0.00367,0,0
Latin America and the Carribean,,1886,0,0,0.00734,0,0
Latin America and the Carribean,,1887,0,1.08632,0.00734,0,0
Latin America and the Carribean,,1888,0,0.89181,0.00734,0,0
Latin America and the Carribean,,1889,0,1.75793,0.00734,0,0
Latin America and the Carribean,,1890,0,1.37258,0.01101,0,0
Latin America and the Carribean,,1891,0,1.46066,0.04771,0,0
Latin America and the Carribean,,1892,0,1.96712,0.06606,0,0
Latin America and the Carribean,,1893,0,2.08823,0.04771,0,0
Latin America and the Carribean,,1894,0,2.53597,0.04037,0,0
Latin America and the Carribean,,1895,0,3.28832,0.04037,0,0
Latin America and the Carribean,,1896,0,3.42411,0.04037,0,0
Latin America and the Carribean,,1897,0,3.4131,0.04037,0,0
Latin America and the Carribean,,1898,0,3.85717,0.06239,0,0
Latin America and the Carribean,,1899,0,4.39299,0.08441,0,0
Latin America and the Carribean,,1900,0,4.05535,0.11744,0,0
Latin America and the Carribean,,1901,0,7.60057,0.12845,0,0
Latin America and the Carribean,,1902,0,8.70524,0.11377,0,0
Latin America and the Carribean,,1903,0,9.10527,0.14313,0,0
Latin America and the Carribean,,1904,0,10.22095,0.17983,0,0
Latin America and the Carribean,,1905,0,10.67236,0.26424,0,0
Latin America and the Carribean,,1906,0,13.83223,0.43673,0,0
Latin America and the Carribean,,1907,0,14.19556,0.78171,0,0
Latin America and the Carribean,,1908,0,16.57005,2.11392,0,0
Latin America and the Carribean,,1909,0,15.31491,1.84234,0,0
Latin America and the Carribean,,1910,0,19.31521,2.19099,0,0
Latin America and the Carribean,,1911,0,21.24563,6.48856,0,0
Latin America and the Carribean,,1912,0,21.14654,7.72535,0,0
Latin America and the Carribean,,1913,0,21.38509,11.75134,0,0
Latin America and the Carribean,,1914,0.00367,17.78115,9.88698,0,0
Latin America and the Carribean,,1915,0.01101,14.59559,15.17545,0,0
Latin America and the Carribean,,1916,0.01468,12.65783,18.59222,0,0
Latin America and the Carribean,,1917,0.02569,10.01176,27.55069,0,0
Latin America and the Carribean,,1918,0.02936,10.73475,31.71614,0,0
Latin America and the Carribean,,1919,0.02936,12.38258,42.31143,0,0
Latin America and the Carribean,,1920,0.0367,13.99371,78.07191,0,0
Latin America and the Carribean,,1921,0.04771,13.212,92.6308,0,0
Latin America and the Carribean,,1922,0.06239,15.07636,88.72959,0,0
Latin America and the Carribean,,1923,0.07707,17.75913,75.32308,0,0
Latin America and the Carribean,,1924,0.12845,20.78688,73.10273,0,0
Latin America and the Carribean,,1925,1.34322,20.7355,63.46898,0,0
